<tdmsfile>
<project>  </project>
<class> Corpus </class>
<language> Korean </language>
<textcode> KSC-5601-1988 </textcode>
<process>  pos </process>
<version>  </version>
<serialnumber> 96-kaist_corpus_96_explanation_pos_mh2-0274.txt </serialnumber>
<filename> kaistcorpus_written_pos_or_generality_explanation95_mh2-0274.txt </filename>
<title></title>
<author></author>
<date>  </date>
<publisher>  </publisher>
<kdc></kdc>
<ddc>  </ddc>
<typist>  </typist>
<inputstatus>  </inputstatus>
<note>  </note>
<tdmsfiletext>
1	1/nno
자태로	자태/ncn+로/jca
앉은	앉/pvg+은/etm
임해전	임해전/nq
앞	앞/ncn
달못	달못/nq
(	(/sl
지금의	지금/ncn+의/jcm
안압지	안압지/nq
)	)/sr
가에서는	가/ncn+에서/jca+는/jxc
신라	신라/nq
48	48/nno
대	대/nbu
경문왕	경문왕/nq
응렴의	응렴/nq+의/jcm
왕후	왕후/ncn
영화부인을	영화/nq+부인/ncn+을/jco
비롯한	비롯/ncpa+하/xsv+ㄴ/etm
진골	진골/ncn
귀족부인들의	귀족/ncn+부인/ncn+들/xsn+의/jcm
투호놀이가	투호/ncn+놀이/ncn+가/jcs
한창이었다	한창/ncn+이/jp+었/ep+다/ef
.	./sf
한	한/nnc
송이	송이/nbu
,	,/sp
두	두/nnc
송이	송이/nbu
,	,/sp
세	세/nnc
송이	송이/nbu
.	./sf
영화부인이	영화/nq+부인/ncn+이/jcs
던지는	던지/pvg+는/etm
꽃송이는	꽃송이/ncn+는/etm
곧장	곧장/mag
날아가서	날/pvg+아/ecs+가/pvg+서/ecs
항아리에	항아리/ncn+에/jca
정확히	정확/ncn+히/xsa
꽂혔다	꽂히/pvg+었/ep+다/ef
.	./sf
그때마다	그/mmd+때/ncn+마다/jxc
에워싸고	에워싸/pvg+고/ecx
있던	있/px+던/etm
진골	진골/ncn
귀족의	귀족/ncn+의/jcm
부인들과	부인/ncpa+들/xsn+과/jcj
궁녀들이	궁녀/ncn+들/xsn+이/jcs
일제히	일제히/mag
박수치며	박수/ncn+치/pvg+며/ecs
환호했다	환호/ncpa+하/xsv+었/ep+다/ef
.	./sf
다음	다음/mmd
차례는	차례/ncn+는/jxc
왕비의	왕비/ncn+의/jcm
동생	동생/ncn
설화공주였다	설화공주/nq+이/jp+었/ep+다/ef
.	./sf
한	한/nnc
송이	송이/nbu
,	,/sp
두	두/nnc
송이	송이/nbu
.	./sf
세번째	세/nnc+번째/nbu
꽃송이가	꽃송이/ncn+가/jcs
항아리	항아리/ncn
밖으로	밖/ncn+으로/jca
멀리	멀리/mag
날아가	날/pvg+아/ecs+가/pvg+아/ecs
떨어졌다	떨어지/pvg+었/ep+다/ef
.	./sf
궁녀들이	궁녀/ncn+들/xsn+이/jcs
까르르	까르르/mag
웃으며	웃/pvg+으며/ecs
박수를	박수/ncn+를/jco
쳐댔다	치/pvg+어/ecx+대/px+었/ep+다/ef
.	./sf
"	"/sl
호호홋	호호홋/ii
,	,/sp
하하하	하하하/ii
."	./sf+"/sl
바람에	바람/ncn+에/jca
쓸려서	쓸리/pvg+어서/ecs
굴러가는	구르/pvg+어/ecs+가/pvg+는/etm
나뭇잎만	나뭇잎/ncn+만/jxc
봐도	보/pvg+아도/ecs
웃는다는	웃/pvg+는다/ef+는/etm
이팔청춘	이팔청춘/ncn
,	,/sp
그네들의	그네/npp+들/xsn+의/jcm
티없는	티/ncn+없/paa+는/etm
웃음소리가	웃음소리/ncn+가/jcs
끝내는	끝내/mag+는/jxc
잔잔한	잔잔/ncps+하/xsm+ㄴ/etm
연못	연못/ncn
위에	위/ncn+에/jca
한	한/nnc
움큼의	움큼/nbn+의/jcm
잔물결을	잔물결/ncn+을/jco
일으켜	일으키/pvg+어/ecx
놓았다	놓/px+았/ep+다/ef
.	./sf
한번	한번/ncn
물결이	물결/ncn+이/jcs
일어나자	일어나/pvg+자/ecs
희고	희/paa+고/ecc
붉은	붉/paa+은/etm
연꽃과	연꽃/ncn+과/jcj
파란	파랗/paa+ㄴ/etm
연잎들이	연잎/ncn+들/xsn+이/jcs
흔들리면서	흔들리/pvg+면서/ecs
그	그/mmd
사이사이로	사이사이/ncn+로/jca
팔뚝만한	팔뚝/ncn+만/jxc+하/pvg+ㄴ/etm
잉어들과	잉어/ncn+들/xsn+과/jcj
손바닥만한	손바닥/ncn+만/jxc+하/pvg+ㄴ/etm
금붕어들이	금붕어/ncn+들/xsn+이/jcs
물결을	물결/ncn+을/jco
박차고	박차/pvg+고/ecs
뛰어올라	뛰/pvg+어/ecs+오르/pvg+아/ecs
물보라를	물보라/ncn+를/jco
일으켰고	일으키/pvg+었/ep+고/ecc
,	,/sp
그	그/npp
서슬에	서슬/ncn+에/jca
솥뚜껑만한	솥뚜껑/ncn+만/jxc+하/pvg+ㄴ/etm
자라	자라/ncn
한	한/nnc
마리가	마리/nbu+가/jcs
슬그머니	슬그머니/mag
떠올라서는	떠오르/pvg+아서/ecs+는/jxc
연못	연못/ncn
한가운데에	한가운데/ncn+에/jca
첩첩이	첩첩/ncn+이/xsa
돌을	돌/ncn+을/jco
쌓아	쌓/pvg+아/ecs
만든	만들/pvg+ㄴ/etm
무산십이봉으로	무산십이봉/ncn+으로/jca
기어올랐다	기어오르/pvg+았/ep+다/ef
.	./sf
"	"/sr
어머	어머/ii
,	,/sp
저것	저것/npd
좀	좀/mag
봐요	보/pvg+아/ef+요/jxf
."	./sf+"/sl
이찬	이찬/ncn
부인이	부인/ncn+이/jcs
연못을	연못/ncn+을/jco
가리켰다	가리키/pvg+었/ep+다/ef
.	./sf
설화공주가	설화공주/nq+가/jcs
혹시	혹시/mag
실수한	실수/ncpa+하/xsv+ㄴ/etm
걸로	거/nbn+ㄹ로/jca
무안해	무안/ncps+하/xsm+어/ecx
할까봐	하/px+ㄹ까아/ecs+보/px+아/ecs
주의를	주의/ncn+를/jco
그쪽으로	그/mmd+쪽/nbn+으로/jca
돌리려는	돌리/pvg+려/ecs+는/etm
마음씀이기도	마음/ncn+쓰/pvg+ㅁ/etn+이/jp+기/etn+도/jxc
했다	하/px+었/ep+다/ef
.	./sf
때마침	때마침/mag
한낮인지라	한낮/ncn+이/jp+ㄴ지라/ecs
무산십이봉에	무산십이봉/ncn+에/jca
높이	높/paa+이/xsa
솟은	솟/pvg+은/etm
태양이며	태양/ncn+이며/jcj
산봉우리	산/ncn+봉우리/ncn
기암괴석	기암/ncn+괴석/ncn
사이로	사이/ncn+로/jca
쏟아지는	쏟/pvg+아/ecx+지/px+는/etm
폭포수며	폭포수/ncn+며/jcj
푸른	푸르/paa+ㄴ/etm
소나무	소나무/ncn
그늘	그늘/ncn
아래	아래/ncn
돋아난	돋/pvg+아/ecx+나/px+ㄴ/etm
영지	영지/ncn
버섯이며	버섯/ncn+이며/jcj
사슴	사슴/ncn
학	학/ncn
거북의	거북/ncn+의/jcm
희롱이며가	희롱/ncn+이며/jcj+가/jcs
한데	한데/mag
어우러져	어우러지/pvg+어/ecs
저절로	저절로/mag
한	한/nnc
폭의	폭/nbu+의/jcm
살아	살/pvg+아/ecx
있는	있/px+는/etm
십장생도가	십장생도/ncn+가/jcs
그곳에	그/mmd+곳/ncn+에/jca
그려지고	그리/pvg+어/ecx+지/px+고/ecx
있었다	있/px+었/ep+다/ef
.	./sf
"	"/sl
어쩜	어쩜/ii
,	,/sp
정말	정말/mag
아름답군요	아름답/paa+군/ef+요/jxf
."	./sf+"/sl
이찬	이찬/ncn
부인이	부인/ncn+이/jcs
가리키는	가리키/pvg+는/etm
손가락	손가락/ncn
끝은	끝/ncn+은/jxc
바라보면서	바라보/pvg+면서/ecs
그렇게	그렇/pad+게/ecs
말하는	말/ncpa+하/xsv+는/etm
설화공주의	설화공주/nq+의/jcm
말끝은	말/ncn+끝/ncn+은/jxc
그러나	그러나/maj
,	,/sp
왠지	왠지/mag
힘을	힘/ncn+을/jco
잃고	잃/pvg+고/ecx
있었다	있/px+었/ep+다/ef
.	./sf
와아아	와아아/ii
-.	-/sd+./sf
와아아	와아아/ii
-.	-/sd+./sf
멀리서	멀리/mag+서/jca
은은하게	은은/ncps+하/xsm+게/ecs
함성이	함성/ncn+이/jcs
들려왔다	들리/pvg+어/ecx+오/px+았/ep+다/ef
.	./sf
영화부인과	영화/nq+부인/ncn+과/jcj
설화공주는	설화공주/nq+는/jxc
임해전	임해전/nq
지붕	지붕/ncn
위	위/ncn
하늘로	하늘/ncn+로/jca
눈길을	눈길/ncn+을/jco
띄웠다	띄우/pvg+었/ep+다/ef
.	./sf
함성은	함성/ncn+은/jxc
그	그/mmd
너머	너머/ncn
저쪽	저/mmd+쪽/nbn
,	,/sp
왕이	왕/ncn+이/jcs
있는	있/paa+는/etm
곳에서	곳/ncn+에서/jca
들려오는	들리/pvg+어/ecx+오/px+는/etm
게	거/nbn+이/jcs
분명했다	분명/ncps+하/xsm+었/ep+다/ef
.	./sf
아	아/ii
,	,/sp
저리로	저리/mad+로/jca
가보고	가/pvg+아/ecx+보/px+고/ecx
싶구나	싶/px+구나/ef
.	./sf
영화부인은	영화/nq+부인/ncn+은/jxc
가만히	가만/ncn+히/xsa
한숨을	한숨/ncn+을/jco
내쉬었다	내/pvg+어/ecs+쉬/pvg+었/ep+다/ef
.	./sf
왕에	왕/ncn+에/jca
대한	대하/pvg+ㄴ/etm
그리움이	그리움/ncn+이/jcs
밀물처럼	밀물/ncn+처럼/jca
가슴	가슴/ncn
속으로	속/ncn+으로/jca
밀려들었다	밀리/pvg+어/ecs+들/pvg+었/ep+다/ef
.	./sf
영화부인은	영화/nq+부인/ncn+은/jxc
힐끔	힐끔/mag
설화공주의	설화공주/nq+의/jcm
표정을	표정/ncn+을/jco
살폈다	살피/pvg+었/ep+다/ef
.	./sf
역시	역시/mag
투호놀이에	투호/ncn+놀이/ncn+에/jca
흥미를	흥미/ncn+를/jco
잃어버린	잃/pvg+어/ecx+버리/px+ㄴ/etm
빛이	빛/ncn+이/jcs
역력했다	역력/ncps+하/xsm+었/ep+다/ef
.	./sf
진짜	진짜/mag
재미있는	재미/ncn+있/paa+는/etm
구경거리는	구경거리/ncn+는/jxc
왕이	왕/ncn+이/jcs
있는	있/paa+는/etm
곳에서	곳/ncn+에서/jca
벌어지고	벌/pvg+어/ecx+지/px+고/ecx
있을	있/px+을/etm
터였다	터/nbn+이/jp+었/ep+다/ef
.	./sf
그것은	그것/npd+은/jxc
삼	삼/nnc
년에	년/ncn+에/jca
한	한/nnc
번씩밖에는	번/nbu+씩/xsn+밖에/jxc+는/jxc
볼	보/pvg+ㄹ/etm
수	수/nbn
없는	없/paa+는/etm
구경거리였다	구경거리/ncn+이/jp+었/ep+다/ef
.	./sf
새로	새로/mag
뽑힌	뽑히/pvg+ㄴ/etm
화랑이	화랑/ncn+이/jcs
임금을	임금/ncn+을/jco
알현하고	알현/ncpa+하/xsv+고/ecc
명산대천	명산/ncn+대천/ncn
순례에	순례/ncn+에/jca
나서는	나서/pvg+는/etm
진기한	진기/ncps+하/xsm+ㄴ/etm
행사였다	행사/ncn+이/jp+었/ep+다/ef
.	./sf
신라땅의	신라/ncn+땅/ncn+의/jcm
옥골선풍	옥골선풍/ncn
미소년들이	미소년/ncn+들/xsn+이/jcs
한꺼번에	한꺼번에/mag
몽땅	몽땅/mag
모여	모이/pvg+어/ecx
있는	있/px+는/etm
자리였다	자리/ncn+이/jp+었/ep+다/ef
.	./sf
어쩔	어쩌/pvd+ㄹ/etm
것인가	것/nbn+이/jp+ㄴ가/ef
.	./sf
영화부인은	영화/nq+부인/ncn+은/jxc
꽃을	꽃/ncn+을/jco
든	들/pvg+ㄴ/etm
채로	채/nbn+로/jca
잠시	잠시/mag
망설였다	망설이/pvg+었/ep+다/ef
.	./sf
하필	하필/mag
단옷날을	단옷날/ncn+을/jco
골라서	고르/pvg+아서/ecs
어울리지	어울리/pvg+지/ecx
않는	않/px+는/etm
투호놀이	투호/ncn+놀이/ncn
핑계로	핑계/ncn+로/jca
설화공주를	설화공주/nq+를/jco
잡아	잡/pvg+아/ecs
두고	두/pvg+고/ecx
있는지도	있/px+는지/ecs+도/jxc
몰랐다	모르/pvg+았/ep+다/ef
.	./sf
동생	동생/ncn
설화의	설화/nq+의/jcm
소망이	소망/ncn+이/jcs
아무리	아무리/mag
간절하다	간절/ncps+하/xsm+다/ef
해도	하/pvg+어도/ecs
,	,/sp
언니인	언니/ncn+이/jp+ㄴ/etm
영화가	영화/nq+가/jcs
그	그/mmd
소망을	소망/ncn+을/jco
알고	알/pvg+고/ecx
있다	있/px+다/ef
해도	하/pvg+어도/ecs
그것만은	그것/npd+만/jxc+은/jxc
쉽게	쉽/paa+게/ecs
들어줄	들/pvg+어/ecs+주/pvg+ㄹ/etm
수	수/nbn
있는	있/paa+는/etm
일이	일/ncn+이/jcc
아니었다	아니/paa+었/ep+다/ef
.	./sf
한	한/nnc
어미	어미/ncn
뱃속에서	뱃속/ncn+에서/jca
차례로	차례/ncn+로/jca
나온	나오/pvg+ㄴ/etm
언니	언니/ncn
동생	동생/ncn
사이라	사이/ncn+라/ef
하더라도	하/pvg+더라도/ecs
그것만은	그것/npd+만/jxc+은/jxc
.	./sf
영화부인의	영화/nq+부인/ncn+의/jcm
눈길이	눈길/ncn+이/jcs
스르르	스르르/mag
임해전	임해전/nq
안쪽으로	안/ncn+쪽/nbn+으로/jca
흘러갔다	흐르/pvg+어/ecs+가/pvg+았/ep+다/ef
.	./sf
작년	작년/ncn
가을	가을/ncn
중양절	중양/ncn+절/xsn
(	(/sl
9	9/nno
월	월/nbu
9	9/nno
일	일/nbu
)	)/sr
에	에/jca
동생	동생/ncn
설화와	설화/nq+와/jct
함께	함께/mag
응렴을	응렴/nq+을/jco
처음으로	처음/ncn+으로/jca
만나던	만나/pvg+던/etm
때의	때/ncn+의/jcm
일이	일/ncn+이/jcs
주르르	주르르/mag
눈앞을	눈앞/ncn+을/jco
스쳐갔다	스치/pvg+어/ecs+가/pvg+았/ep+다/ef
.	./sf
그날	그/mmd+날/ncn
신라	신라/nq
47	47/nno
대	대/nbu
임금이던	임금/ncn+이/jp+던/etm
아버지	아버지/ncn
헌안왕은	헌안왕/nq+은/jxc
잔치에	잔치/ncn+에/jca
나온	나오/pvg+ㄴ/etm
기골이	기골/ncn+이/jcs
장대하고	장대/ncps+하/xsm+고/ecc
용모	용모/ncn
준수한	준수/ncps+하/xsm+ㄴ/etm
화랑을	화랑/ncn+을/jco
어전에	어전/ncn+에/jca
불러놓고	부르/pvg+어/ecs+놓/pvg+고/ecc
은실	은실/ncn
수염을	수염/ncn+을/jco
길게	길/paa+게/ecs
쓰다듬어	쓰다듬/pvg+어/ecs
내리며	내리/pvg+며/ecs
물었다	묻/pvg+었/ep+다/ef
.	./sf
"	"/sl
그대는	그대/npp+는/jxc
누구인고	누구/npd+이/jp+ㄴ고/ef
?"	?/sf+"/sl
그러자	그러자/maj
청년이	청년/ncn+이/jcs
고개를	고개/ncn+를/jco
조아려	조아리/pvg+어/ecs
대답했다	대답/ncpa+하/xsv+었/ep+다/ef
.	./sf
"	"/sl
예	예/ii
,	,/sp
신은	신/ncn+은/jxc
신라	신라/nq
사십사대	사십사/nno+대/nbu
희강대왕의	희강대왕/nq+의/jcm
손자로	손자/ncn+로/jca
지난해에	지나/pvg+ㄴ/etm+해/ncn+에/jca
화랑으로	화랑/ncn+으로/jca
뽑힌	뽑히/pvg+ㄴ/etm
김응렴이라	김응렴/nq+이/jp+라/ef
하옵니다	하/pvg+오/ep+ㅂ니다/ef
."	./sf+"/sr
헌안왕은	헌안왕/nq+은/jxc
응렴의	응렴/nq+의/jcm
대답을	대답/ncn+을/jco
듣자	듣/pvg+자/ecs
매우	매우/mag
흡족한	흡족/ncps+하/xsm+ㄴ/etm
듯	듯/nbn
다시	다시/mag
한번	한번/ncn
수염을	수염/ncn+을/jco
쓰다듬으며	쓰다듬/pvg+으며/ecs
물었다	묻/pvg+었/ep+다/ef
.	./sf
"	"/sl
호오	호오/ii
,	,/sp
기개가	기개/ncn+가/jcs
아주	아주/mag
좋구나	좋/paa+구나/ef
.	./sf
그래	그래/ii
올해	올해/ncn
나이가	나이/ncn+가/jcs
몇	몇/mma
살인고	살/nbu+이/jp+ㄴ고/ef
?"	?/sf+"/sl
응렴은	응렴/nq+은/jxc
고개를	고개/ncn+를/jco
들어	들/pvg+어/ecs
옥좌	옥좌/ncn
좌우에	좌우/ncn+에/jca
나눠	나누/pvg+어/ecs
앉은	앉/pvg+은/etm
영화	영화/nq
설화	설화/nq
두	두/nnc
공주와	공주/ncn+와/jct
눈길이	눈길/ncn+이/jcs
마주치자	마주치/pvg+자/ecs
수줍은	수줍/paa+은/etm
듯	듯/nbn
목소리를	목소리/ncn+를/jco
낮췄다	낮추/pvg+었/ep+다/ef
.	./sf
"	"/sl
올해	올해/ncn
열여덟	열여덟/nnc
살이옵니다	살/nbu+이/jp+오/ep+ㅂ니다/ef
."	./sf+"/sl
헌안왕은	헌안왕/nq+은/jxc
갈수록	가/pvg+ㄹ수록/ecs
응렴이	응렴/nq+이/jcs
마음에	마음/ncn+에/jca
든다는	들/pvg+ㄴ다/ef+는/etm
듯	듯/nbn
고개를	고개/ncn+를/jco
끄덕였다	끄덕이/pvg+었/ep+다/ef
.	./sf
"	"/sl
그렇다면	그렇다면/maj
네가	네/npp+가/jcs
화랑으로	화랑/ncn+으로/jca
천하	천하/ncn
강산을	강산/ncn+을/jco
두루	두루/mag
밟으며	밟/pvg+으며/ecs
많은	많/paa+은/etm
사람들을	사람/ncn+들/xsn+을/jco
만나	만나/pvg+아/ecx
봤을	보/px+았/ep+을/etm
터인데	터/nbn+이/jp+ㄴ데/ecs
,	,/sp
그	그/mmd
중에서	중/nbn+에서/jca
네	네/npp
마음을	마음/ncn+을/jco
감동케	감동/ncps+케/ecx
한	하/px+ㄴ/etm
일이	일/ncn+이/jcs
몇	몇/mma
가지나	가지/nbu+나/jxc
되더냐	되/pvg+더냐/ef
?"	?/sf+"/sl
응렴이	응렴/nq+이/jcs
두	두/nnc
손을	손/ncn+을/jco
맞잡고	맞잡/pvg+고/ecc
공손히	공손/ncn+히/xsa
아뢰었다	아뢰/pvg+었/ep+다/ef
.	./sf
"	"/sl
예	예/ii
,	,/sp
신은	신/ncn+은/jxc
세	세/nnc
사람의	사람/ncn+의/jcm
착한	착하/paa+ㄴ/etm
사람을	사람/ncn+을/jco
만났사옵니다	만나/pvg+았/ep+사오/ep+ㅂ니다/ef
."	./sf+"/sr
헌안왕이	헌안왕/nq+이/jcs
그	그/mmd
대답에	대답/ncn+에/jca
눈을	눈/ncn+을/jco
빛내며	빛/ncn+내/pvg+며/ecs
재촉해	재촉/ncpa+하/xsv+어/ecs
물었다	묻/pvg+었/ep+다/ef
.	./sf
"	"/sl
음	음/ii
,	,/sp
어떤	어떤/mmd
사람인고	사람/ncn+이/jp+ㄴ고/ef
?"	?/sf+"/sl
그대	그대/npp
응렴의	응렴/nq+의/jcm
대답	대답/ncn
또한	또한/maj
기특하고	기특/ncps+하/xsm+고/ecc
사뭇	사뭇/mag
어질었다	어질/paa+었/ep+다/ef
.	./sf
"	"/sl
한	한/nnc
사람은	사람/ncn+은/jxc
천하에	천하/ncn+에/jca
제일가는	제일/ncn+가/pvg+는/etm
부자이온데	부자/ncn+이/jp+오/ep+ㄴ데/ecs
어찌나	어찌나/mag
검소한지	검소/ncps+하/xsm+ㄴ지/ecs
항상	항상/mag
무명과	무명/ncn+과/jcj
베옷만을	베옷/ncn+만/jxc+을/jco
걸치고	걸치/pvg+고/ecx
있었사옵니다	있/px+었/ep+사오/ep+ㅂ니다/ef
.	./sf
그	그/mmd
까닭을	까닭/ncn+을/jco
물었더니	묻/pvg+었/ep+더니/ecs
,	,/sp
옷이란	옷/ncn+이/jp+란/jxc
깨끗하고	깨끗/ncps+하/xsm+고/ecc
추위를	추위/ncn+를/jco
막아주며	막/pvg+아/ecx+주/px+며/ecc
남에게	남/ncn+에게/jca
살을	살/pvg+을/jco
보이지	보이/pvg+지/ecx
않으면	않/px+으면/ecs
된다고	되/pvg+ㄴ다/ef+고/jcr
하였사옵니다	하/pvg+였/ep+사오/ep+ㅂ니다/ef
."	./sf+"/sl
"	"/sl
오	오/ii
,	,/sp
정말	정말/mag
훌륭한	훌륭/ncps+하/xsm+ㄴ/etm
사람이로다	사람/ncn+이/jp+로다/ef
.	./sf
다음은	다음/ncn+은/jxc
어떤	어떤/mmd
사람인고	사람/ncn+이/jp+ㄴ고/ef
?"	?/sf+"/sl
"	"/sl
또	또/maj
한	한/nnc
사람은	사람/ncn+은/jxc
문벌	문벌/ncn
높은	높/paa+은/etm
진골집안	진골/ncn+집안/ncn
자제였는데	자제/ncn+이/jp+었/ep+는데/ecs
,	,/sp
겸손하여	겸손/ncps+하/xsm+어/ecs
남	남/ncn
앞에	앞/ncn+에/jca
함부로	함부로/mag
나서려	나서/pvg+려/ecs
하지	하/px+지/ecx
않고	않/px+고/ecc
남을	남/ncn+을/jco
앞지르려	앞지르/pvg+려/ecs
하지	하/px+지/ecx
않으며	않/px+으며/ecs
재주	재주/ncn
있으나	있/paa+으나/ecs
자랑하지도	자랑/ncpa+하/xsv+지/ecx+도/jxc
않았사옵니다	않/px+았/ep+사오/ep+ㅂ니다/ef
.	./sf
언제나	언제나/mag
자신을	자신/ncn+을/jco
낮추고	낮추/pvg+고/ecc
남을	남/ncn+을/jco
칭찬만	칭찬/ncn+만/jxc
하였사옵니다	하/pvg+였/ep+사오/ep+ㅂ니다/ef
."	./sf+"/sl
"	"/sl
그도	그/npp+도/jxc
훌륭하도다	훌륭/ncps+하/xsm+도다/ef
.	./sf
그래	그렇/pad+어/ecs
다음은	다음/ncn+은/jxc
또	또/maj
어떤	어떤/mmd
사람인고	사람/ncn+이/jp+ㄴ고/ef
?"	?/sf+"/sl
"	"/sl
다음	다음/mmd
사람은	사람/ncn+은/jxc
벼슬과	벼슬/ncn+과/jcj
권세가	권세/ncn+가/jcs
높은	높/paa+은/etm
분이었는데	분/nbn+이/jp+었/ep+는데/ecs
,	,/sp
그	그/mmd
분은	분/nbn+은/jxc
어떠한	어떠하/pad+ㄴ/etm
경우에도	경우/ncn+에/jca+도/jxc
세력으로	세력/ncn+으로/jca
사람을	사람/ncn+을/jco
꺾으려	꺾/paa+으려/ecs
하지	하/px+지/ecx
않고	않/px+고/ecc
권력으로	권력/ncn+으로/jca
사람을	사람/ncn+을/jco
누르려	누르/pvg+려/ecs
하지	하/px+지/ecx
않았사옵니다	않/px+았/ep+사오/ep+ㅂ니다/ef
."	./sf+"/sl
응렴이	응렴/nq+이/jcs
말을	말/ncn+을/jco
마치자	마치/pvg+자/ecs
,	,/sp
헌안왕은	헌안왕/nq+은/jxc
한동안	한동안/ncn
조용히	조용/ncn+히/xsa
눈을	눈/ncn+을/jco
감고	감/pvg+고/ecx
있다가	있/px+다가/ecs
입을	입/ncn+을/jco
열었다	열/pvg+었/ep+다/ef
.	./sf
"	"/sl
나는	나/npp+는/jxc
오늘	오늘/ncn
참으로	참/ncn+으로/jca
좋은	좋/paa+은/etm
말을	말/ncpa+을/jco
들었도다	들/pvg+었/ep+도다/ef
.	./sf
그런데	그런데/maj
,	,/sp
내가	내/npp+가/jcs
네게	네/npp+게/jca
한	한/nnc
가지	가지/nbu
청이	청/ncn+이/jcs
있느니라	있/paa+느니라/ef
."	./sf+"/sl
그러자	그러자/maj
,	,/sp
응렴이	응렴/nq+이/jcs
고개를	고개/ncn+를/jco
들어	들/pvg+어/ecs
헌안왕을	헌안왕/nq+을/jco
우러르며	우러르/pvg+au/ecs
대답했다	대답/ncpa+하/xsv+었/ep+다/ef
.	./sf
"	"/sl
무엇이온지	무엇/npd+이/jp+온지/ecs
,	,/sp
소신은	소신/ncn+은/jxc
다만	다만/mag
대왕의	대왕/ncn+의/jcm
분부를	분부/ncn+를/jco
거행할	거행/ncpa+하/xsv+ㄹ/etm
뿐이옵니다	뿐/nbn+이/jp+오/ep+ㅂ니다/ef
."	./sf+"/sr
헌안왕은	헌안왕/nq+은/jxc
그리	그리/mag
대답하는	대답/ncpa+하/xsv+는/etm
응렴을	응렴/nq+을/jco
바라보고	바라보/pvg+고/ecs
빙그레	빙그레/mag
웃었다	웃/pvg+었/ep+다/ef
.	./sf
"	"/sl
너도	너/npp+도/jxc
알겠거니와	알/pvg+겠/ep+거니와/ecs
,	,/sp
내겐	내/npp+게/jca+ㄴ/jxc
아들이	아들/ncn+이/jcs
없고	없/paa+고/ecc
공주만	공주/ncn+만/jxc
둘이	둘/nnc+이/jcs
있구나	있/paa+구나/ef
.	./sf
오른쪽에	오른쪽/ncn+에/jca
앉은	앉/pvg+은/etm
큰공주	크/paa+ㄴ/etm+공주/ncn
영화는	영화/nq+는/jxc
올해	올해/ncn
스무	스무/nnc
살이고	살/nbu+이/jp+고/ecc
,	,/sp
왼쪽에	왼쪽/ncn+에/jca
앉은	앉/pvg+은/etm
작은공주	작/paa+은/etm+공주/ncn
설화는	설화/nq+는/jxc
올해	올해/ncn
열일곱	열일곱/nnc
살이다	살/nbu+이/jp+다/ef
.	./sf
그런데	그런데/maj
네가	네/npp+가/jcs
그	그/mmd
둘	둘/nnc
중	중/nbn
어느	어느/mmd
하나에게	하나/ncn+에게/jca
장가를	장가/ncn+를/jco
들어보려느냐	들/pvg+어/ecx+보/px+려/ecs+느냐/ef
?"	?/sf+"/sl
응렴이	응렴/nq+이/jcs
당황하여	당황/ncpa+하/xsv+어/ecs
대답을	대답/ncn+을/jco
못한	못/mag+하/pvg+ㄴ/etm
채	채/nbna
고개를	고개/ncn+를/jco
떨어뜨리고	떨어뜨리/pvg+고/ecs
엎드려	엎드리/pvg+어/ecx
있자니	있/px+자니/ecs
,	,/sp
헌안왕이	헌안왕/ncn+이/jcs
다그쳐	다그치/pvg+어/ecs
물었다	묻/pvg+었/ep+다/ef
.	./sf
"	"/sl
왜	왜/mag
,	,/sp
싫으냐	싫/paa+으냐/ef
?"	?/sf+"/sr
그	그/mmd
물음에	물음/ncn+에/jca
응렴이	응렴/nq+이/jcs
깜짝	깜짝/mag
놀라며	놀라/pvg+며/ecs
고개를	고개/ncn+를/jco
쳐들었다	쳐들/pvg+었/ep+다/ef
.	./sf
"	"/sl
아니옵니다	아니/paa+오/ep+ㅂ니다/ef
.	./sf
다만	다만/mag
,	,/sp
어떤	어떤/mmd
공주에게	공주/ncn+에게/jca
장가를	장가/ncn+를/jco
들라는	들/pvg+라/ef+는/etm
어명이	어명/ncn+이/jcc
아니오라	아니/paa+오/ep+라/ecs
,	,/sp
두	두/nnc
손에	손/ncn+에/jca
떡을	떡/ncn+을/jco
쥐고	쥐/pvg+고/ecc
그것도	그것/npd+도/jxc
두	두/nnc
공주의	공주/ncn+의/jcm
면전에서	면전/ncn+에서/jca
고르라	고르/pvg+라/ef
하시니	하/pvg+시/ep+니/ecs
난감하옵나이다	난감/ncps+하/xsm+옵/ep+나이다/ef
.	./sf
두	두/nnc
공주를	공주/ncn+를/jco
다	다/mag
내어주시옵소서	내/pvg+어/ecs+주/pvg+시/ep+오/ep+ㅂ소서/ef
."	./sf+"/sr
"	"/sl
헛허허허	헛허허허/ii
."	./sf+"/sl
대담하고	대담/ncps+하/xsm+고/ecc
쾌활한	쾌활/ncps+하/xsm+ㄴ/etm
그	그/mmd
대답에	대답/ncn+에/jca
헌안왕이	헌안왕/nq+이/jcs
폭소를	폭소/ncn+를/jco
터뜨렸다	터뜨리/pvg+었/ep+다/ef
.	./sf
"	"/sl
그리하나	그리하/pvd+나/ecs
,	,/sp
왕실에서는	왕실/ncn+에서/jca+는/jxc
그런	그런/mmd
전례가	전례/ncn+가/jcs
없노라	없/paa+노라/ef
.	./sf
이	이/mmd
자리에서	자리/ncn+에서/jca
