<tdmsfile>
<project>  </project>
<class> Corpus </class>
<language> Korean </language>
<textcode> KSC-5601-1988 </textcode>
<process>  pos </process>
<version>  </version>
<serialnumber> 96-kaist_corpus_96_explanation_pos_mh2-0016.txt </serialnumber>
<filename> kaistcorpus_written_pos_or_generality_explanation95_mh2-0016.txt </filename>
<title>창세기 강해집  </title>
<author>박오근  </author>
<date>1993  </date>
<publisher>크리스찬비젼하우스  </publisher>
<kdc>233.211  </kdc>
<ddc>222.11  </ddc>
<typist>  </typist> 
<inputstatus>  </inputstatus>
<note>  </note>
<tdmsfiletext>
1	1/nno
드리기	드리/pvg+기/etn
전의	전/ncn+의/jcm
아벨도	아벨/nq+도/jxc
아담과	아담/nq+과/jct
같이	같/paa+이/xsa
죽음의	죽음/ncn+의/jcm
종이었는데	종/ncn+이/jp+었/ep+는데/ecs
즉	즉/maj
44	44/nnc
.	./sf
제물과	제물/ncn+과/jct
드리는자	드리/pvg+는/etm+자/nbn
창세기	창세기/nq
44	44/nnc
:	:/sp
11	11/nnc
--	--/sy
77	77/nnc
여호와께서	여호와/nq+께서/jca
아벨과	아벨/nq+과/jcj
그	그/mmd
제물은	제물/ncn+은/jxc
열납하셨으나	열납/ncpa+하/xsv+시/ep+었/ep+으나/ecs
가인과	가인/nq+과/jcj
그	그/mmd
제물은	제물/ncn+은/jxc
열납하지	열납/ncpa+하/xsv+지/ecx
아니	아니/mag
하신지라	하/pvg+시/ep+ㄴ지라/ef
(	(/sl
44	44/nnc
절	절/nbu
)	)/sr
앞	앞/ncn
장에서는	장/nbu+에서/jca+는/jxc
두	두/nbn
사람이	사람/ncn+이/jcs
제물에	제물/ncn+에/jca
관하여	관하/pvg+어/ecs
잠시	잠시/mag
생각해	생각/ncpa+하/xsv+어/ecx
보았으나	보/px+았/ep+으나/ecs
여기에서는	여기/npd+에서/jca+는/jxc
그	그/mmd
제물을	제물/ncn+을/jco
드린	드리/pvg+ㄴ/etm
두	두/nnc
사람에	사람/ncn+에/jca
관하여	관하/pvg+어/ecs
고찰해	고찰/ncpa+하/xsv+어/ecx
보고자	보/px+고자/ecs
합니다	하/px+ㅂ니다/ef
.	./sf
성경에는	성경/ncn+에/jca+는/jxc
'	'/sl
아벨과	아벨/nq+과/jcj
그	그/mmd
제물	제물/ncn
......	....../se
또	또/maj
가인과	가인/nq+과/jcj
그	그/mmd
제물은	제물/ncn+은/jxc
..."	.../se+"/sr
하고	하/pvg+고/ecc
말하고	말/ncpa+하/xsv+고/ecx
있읍니다	있/px+읍니다/ef
.	./sf
이는	이/npd+는/jxc
제물과	제물/ncn+과/jcj
제물을	제물/ncn+을/jco
드리는	드리/pvg+는/etm
자가	자/nbn+가/jcs
하나님	하나님/nq
앞에서	앞/ncn+에서/jca
등일시	등일/ncn+시/xsn
된	되/pvg+ㄴ/etm
것을	것/nbn+을/jco
가르치는	가르치/pvg+는/etm
것으로	것/nbn+으로/jca
보는	보/pvg+는/etm
것입니다	것/nbn+이/jp+ㅂ니다/ef
.	./sf
고린도전서	고린도전서/nq
10	10/nnc
장	장/nbu
16	16/nnc
절에서는	절/nbu+에서/jca+는/jxc
"	"/sl
우리의	우리/npp+의/jcm
축복의	축복/ncn+의/jcm
잔은	잔/ncn+은/jxc
그리스도의	그리스도/nq+의/jcm
피에	피/ncn+에/jca
참예함이	참예/ncpa+하/xsv+ㅁ/etn+이/jcs
아니며	아니/mag+며/ecc
우리가	우리/npp+가/jcs
때는	때/ncn+는/jxc
떡은	떡/ncn+은/jxc
그리스도의	그리스도/nq+의/jcm
몸에	몸/ncn+에/jca
참예하는	참예/ncpa+하/xsv+는/etm
것이	것/nbn+이/jcs
아니냐	아니/mag+냐/ef
"	"/sr
라고	라고/jcr
말하고	말/ncpa+하/xsv+고/ecx
있으며	있/px+으며/ecc
나아가서	나아가/pvg+서/ecs
우상제물을	우상/ncn+제물/ncn+을/jco
먹는	먹/pvg+는/etm
자는	자/nbn+는/jxc
우상과	우상/ncn+과/jct
일체되는	일체/ncpa+되/xsv+는/etm
것을	것/nbn+을/jco
말하고	말/ncpa+하/xsv+고/ecx
있음을	있/px+ㅁ/etn+을/jco
보게	보/pvg+게/ecx
됩니다	되/pvg+ㅂ니다/ef
.	./sf
그러므로	그러므로/maj
가인의	가인/nq+의/jcm
제물을	제물/ncn+을/jco
받지	받/pvg+지/ecx
아니하신	아니/mag+하/pvg+시/ep+ㄴ/etm
하나님은	하나님/nq+은/jxc
가인	가인/nq
역시	역시/maj
받지	받/pvg+지/ecx
아니하신	아니/mag+하/pvg+시/ep+ㄴ/etm
것입니다	것/nbn+이/jp+ㅂ니다/ef
.	./sf
가인과	가인/nq+과/jcj
가인이	가인/nq+이/jcs
바친	바치/pvg+ㄴ/etm
그	그/mmd
제물이	제물/ncn+이/jcs
하나님	하나님/nq
앞에서는	앞/ncn+에서/jca+는/jxc
동일시	동일/ncn+시/xsn
된	되/pvg+ㄴ/etm
것이기	것/nbn+이/jp+기/etn
때문입니다	때문/nbn+이/jp+ㅂ니다/ef
.	./sf
하와는	하와/nq+는/jxc
첫아들	첫/nno+아들/ncn
가인을	가인/nq+을/jco
낳고	낳/pvg+고/ecc
"	"/sl
내가	내/npp+가/jcs
여호와로	여호와/nq+로/jca
말미암아	말미암/pvg+아/ecs
득남하였다	득남/ncpa+하/xsv+었/ep+다/ef
"	"/sr
고	고/jcr
말하였읍니다	말/ncpa+하/xsv+었/ep+읍니다/ef
.	./sf
사실상	사실상/mag
그	그/mmd
말은	말/ncn+은/jxc
범죄이후	범죄/ncn+이후/ncn
에덴	에덴/nq
메시아가	메시아/nq+가/jcs
탄생할	탄생/ncpa+하/xsv+ㄹ/etm
것을	것/nbn+을/jco
바라고	바라/pvg+고/ecc
첫	첫/mma
아들로	아들/ncn+로/jca
낳은	낳/pvg+은/etm
자를	자/nbn+를/jco
가리켜	가리키/pvg+어/ecs
"	"/sl
하나님인	하나님/nq+이/jp+ㄴ/etm
남자를	남자/ncn+를/jco
낳았다	낳/pvg+았/ep+다/ef
"	"/sr
는	는/jxc
뜻이	뜻/ncn+이/jcs
함축된	함축/ncpa+되/xsv+ㄴ/etm
"	"/sl
여호와로	여호와/nq+로/jca
말미암아	말미암/pvg+아/ecs
득남하였다	득남/ncpa+하/xsv+었/ep+다/ef
"	"/sr
고	고/jcr
한	하/pvg+ㄴ/etm
것입니다	것/nbn+이/jp+ㅂ니다/ef
.	./sf
그러나	그러나/maj
하와가	하와/nq+가/jcs
가인을	가인/nq+을/jco
낳고	낳/pvg+고/ecx
보니	보/px+니/ecs
아담의	아담/nq+의/jcm
부패성을	부패/ncn+성/xsn+을/jco
지니고	지니/pvg+고/ecx
난	나/px+ㄴ/etm
첫	첫/mma
아들이요	아들/ncn+이/jp+요/jxc
,	,/sp
육에	육/ncn+에/jca
속한	속하/pvg+ㄴ/etm
자로서	자/nbn+로서/jca
로마서	로마서/nq
88	88/nnc
장	장/nbu
88	88/nnc
절에	절/nbu+에/jca
말씀한	말씀/ncpa+하/xsv+ㄴ/etm
것같이	것/nbn+같/paa+이/xsa
하나님을	하나님/nq+을/jco
기쁘시게	기쁘/paa+시/ep+게/ecx
못하는	못하/px+는/etm
자로	자/nbn+로/jca
보는	보/pvg+는/etm
것입니다	것/nbn+이/jp+ㅂ니다/ef
.	./sf
그는	그/npp+는/jxc
하나님이	하나님/nq+이/jcs
기쁘시게	기쁘/paa+시/ep+게/ecx
받으시는	받/px+으시/ep+는/etm
제사를	제사/ncn+를/jco
도외시하고	도외/ncn+시/xsn+하/xsv+고/ecc
유다서	유다서/nq
11	11/nnc
장	장/nbu
10	10/nnc
절에	절/nbu+에/jca
말씀하신	말씀/ncpa+하/xsv+시/ep+ㄴ/etm
바와	바/nbn+와/jct
같이	같/paa+이/xsa
"	"/sl
알지	알/pvg+지/ecx
못하는	못하/px+는/etm
것을	것/nbn+을/jco
훼방하고	훼방/ncpa+하/xsv+고/ecc
"	"/sr
죄로	죄/ncn+로/jca
오염된	오염/ncpa+되/xsv+ㄴ/etm
저주받은	저주/ncn+받/pvg+은/etm
땅을	땅/ncn+을/jco
인간	인간/ncn
의지로	의지/ncn+로/jca
개량하여	개량/ncpa+하/xsv+어/ecs
땅의	땅/ncn+의/jcm
소산으로	소산/ncn+으로/jca
제물삼아	제물/ncn+삼/pvg+아/ecs
자기	자기/npp
마음을	마음/ncn+을/jco
달래고	달래/pvg+고/ecc
하나님께	하나님/nq+께/jca
자기의	자기/npp+의/jcm
의를	의/ncn+를/jco
바쳤으니	바치/pvg+었/ep+으니/ecs
회심의	회심/ncn+의/jcm
만족을	만족/ncn+을/jco
품고	품/pvg+고/ecc
자랑한	자랑/ncpa+하/xsv+ㄴ/etm
줄	줄/nbn
압니다	알/pvg+ㅂ니다/ef
.	./sf
또한	또한/maj
계시를	계시/ncn+를/jco
통해서	통하/pvg+어서/ecs
드려진	드리/pvg+어/ecx+지/px+ㄴ/etm
아벨의	아벨/nq+의/jcm
제사를	제사/ncn+를/jco
하나님께서	하나님/nq+께서/jca
받으심을	받/pvg+으시/ep+ㅁ/etn+을/jco
보고	보/pvg+고/ecc
통분히	통분/ncn+히/xsa
여기고	여기/pvg+고/ecs
동생을	동생/ncn+을/jco
죽임으로	죽이/pvg+ㅁ/etn+으로/jca
하나님과	하나님/nq+과/jcj
사람	사람/ncn
사이의	사이/ncn+의/jcm
사랑의	사랑/ncn+의/jcm
교제를	교제/ncn+를/jco
교란한	교란/ncpa+하/xsv+ㄴ/etm
첫	첫/mma
사람	사람/ncn
,	,/sp
첫	첫/mma
아들	아들/ncn
,	,/sp
예	예/nq
사람	사람/ncn
,	,/sp
육의	육/nq+의/jcm
사람	사람/ncn
,	,/sp
땅에	땅/ncn+에/jca
속한	속하/pvg+ㄴ/etm
사람인	사람/ncn+이/jp+ㄴ/etm
성품을	성품/ncn+을/jco
지닌	지니/pvg+ㄴ/etm
가인을	가인/nq+을/jco
보고	보/pvg+고/ecc
하와는	하와/nq+는/jct
매우	매우/mag
심각히	심각/ncn+히/xsa
여겼을	여기/pvg+었/ep+ㄹ/etm
것입니다	것/nbn+이/jp+ㅂ니다/ef
.	./sf
존번연의	존번연/nq+의/jcm
천로역정	천로역정/ncn
에는	에/jca+는/jxc
천성길에서	천성길/nq+에서/jca
유혹을	유혹/ncn+을/jco
받은	받/pvg+은/etm
'	'/sl
기독도	기독/nq+도/xsn
'	'/sr
의	의/jcm
얘기가	얘기/ncn+가/jcs
나옵니다	나오/pvg+ㅂ니다/ef
.	./sf
기독도는	기독/nq+도/xsn+는/jxc
순례길에서	순례/ncn+길/ncn+에서/jca
친절한	친절/ncps+하/xsm+ㄴ/etm
노인을	노인/ncn+을/jco
만났는데	만나/pvg+ㅆ/ep+는데/ecs
그	그/mmd
노인은	노인/ncn+은/jxc
함께	함께/mag
살면	살/pvg+면/ecs
자기의	자기/npp+의/jcm
세	세/nnc
딸	딸/ncn
,	,/sp
'	'/sl
육신의	육신/ncn+의/jcm
정욕	정욕/ncn
'	'/sr
과	과/jcj
'	'/sl
안목의	안목/ncn+의/jcm
정욕	정욕/ncn
'	'/sr
과	과/jcj
'	'/sl
이생의	이생/ncn+의/jcm
자랑	자랑/ncn
'	'/sr
을	을/jco
아내로	아내/ncn+로/jca
주겠다는	주/pvg+겠/ep+다는/etm
유혹에	유혹/ncn+에/jca
마음이	마음/ncn+이/jcs
흔들리는	흔들리/pvg+는/etm
중	중/nbn
,	,/sp
노인의	노인/ncn+의/jcm
이마에	이마/ncn+에/jca
써있는	쓰/pvg+어/ecx+있/px+는/etm
"	"/sl
옛	옛/mma
사람	사람/ncn
"	"/sr
이란	이란/nq
이름을	이름/ncn+을/jco
보고	보/pvg+고/ecc
질겁하고	질겁/ncpa+하/xsv+고/ecc
떠나려	떠나/pvg+려/ecx
했읍니다	하/px+었/ep+읍니다/ef
.	./sf
그런데	그런데/maj
그	그/mmd
노인이	노인/ncn+이/jcs
어찌나	어찌나/mag
억세게	억세/paa+게/ecx
잡아	잡/pvg+아/ecs
당기는지	당기/pvg+는지/ecs
"	"/sl
팔과	팔/ncn+과/jcj
몸	몸/ncn
일부가	일부/ncn+가/jcs
찢겨져	찢기/pvg+어/ecx+지/px+어/ecs
나가는	나가/pvg+는/etm
것	것/nbn
같았다	같/paa+았/ep+다/ef
"	"/sr
는	는/etm
것입니다	것/nbn+이/jp+ㅂ니다/ef
.	./sf
우리가	우리/npp+가/jcs
받은	받/pvg+은/etm
새	새/mma
생명의	생명/ncn+의/jcm
삶에	삶/ncn+에/jca
있어서도	있/pvg+어서도/ecs
천성을	천성/ncn+을/jco
향해	향하/pvg+어/ecx
가는	가/px+는/etm
도상에서	도상/ncn+에서/jca
가장	가장/mag
큰	크/paa+ㄴ/etm
영향력을	영향/ncn+력/xsn+을/jco
행사하는	행사/ncpa+하/xsv+는/etm
이	이/mmd
가인의	가인/nq+의/jcm
성품을	성품/ncn+을/jco
멀리	멀리/mag
해야	하/pvg+어야/ecx
합니다	하/px+ㅂ니다/ef
.	./sf
로마서	로마서/nq
88	88/nnc
장	장/nbu
13	13/nnc
절에서는	절/nbu+에서/jca+는/jxc
영으로서	영/ncn+으로서/jca
몸의	몸/ncn+의/jcm
행실을	행실/ncn+을/jco
죽이며	죽이/pvg+며/ecc
살라는	살/pvg+라는/etm
우리의	우리/npp+의/jcm
처세를	처세/ncpa+를/jco
가르치고	가르치/pvg+고/ecx
있읍니다	있/px+읍니다/ef
.	./sf
가인은	가인/nq+은/jxc
죄로	죄/ncn+로/jca
오염된	오염/ncpa+되/xsv+ㄴ/etm
땅의	땅/ncn+의/jcm
소산을	소산/ncn+을/jco
자기노력과	자기/npp+노력/ncn+과/jcj
자랑의	자랑/ncn+의/jcm
꽃을	꽃/ncn+을/jco
첨가시켜	첨가/ncpa+시키/xsv+어/ecs
차린	차리/pvg+ㄴ/etm
제물을	제물/ncn+을/jco
바라보며	바라/pvg+아/ecs+보/pvg+며/ecc
회심의	회심/ncn+의/jcm
미소를	미소/ncn+를/jco
지었을	짓/pvg+었/ep+ㄹ/etm
것입니다	것/nbn+이/jp+ㅂ니다/ef
.	./sf
이것은	이것/npd+은/jxc
곧	곧/mag
가인의	가인/nq+의/jcm
오만입니다	오만/ncn+이/jp+ㅂ니다/ef
.	./sf
또한	또한/maj
오늘의	오늘/ncn+의/jcm
십자가	십자가/ncn
없는	없/paa+는/etm
예배	예배/ncn
,	,/sp
예수의	예수/nq+의/jcm
피흘림이	피흘림/ncn+이/jcs
없는	없/paa+는/etm
예배의	예배/ncn+의/jcm
원형입니다	원형/ncn+이/jp+ㅂ니다/ef
.	./sf
다음으로	다음/ncn+으로/jca
"	"/sl
아벨과	아벨/nq+과/jcj
그	그/mmd
제물은	제물/ncn+은/jxc
열납하셨다	열납/ncpa+하/xsv+시/ep+었/ep+다/ef
."	./sf+"/sr
고	고/jcr
했읍니다	하/pvg+었/ep+읍니다/ef
.	./sf
"	"/sl
아벨	아벨/nq
"	"/sr
이란	이란/nq
"	"/sl
숲	숲/ncn
"	"/sr
또는	또는/maj
"	"/sl
허무	허무/ncn
"	"/sr
란	란/jcr
뜻입니다	뜻/ncn+이/jp+ㅂ니다/ef
.	./sf
그	그/mmd
이름의	이름/ncn+의/jcm
뜻으로	뜻/ncn+으로/jca
미루어	미루/pvg+어/ecx
보건데	보/px+건데/ecs
아벨은	아벨/nq+은/jxc
숨마저	숨/ncn+마저/jxc
끊어질듯	끊/pvg+어/ecx+지/px+ㄹ듯/ecs
말듯	말/pvg+듯/ecs
하는	하/pvg+는/etm
약한	약/ncps+하/xsm+ㄴ/etm
자이며	자/nbn+이/jp+며/ecc
몸도	몸/ncn+도/jxc
마음도	마음/ncn+도/jxc
연약하여	연약/ncps+하/xsm+어/ecs
양을	양/ncn+을/jco
치는	치/pvg+는/etm
온순한	온순/ncps+하/xsm+ㄴ/etm
일을	일/ncn+을/jco
택하였고	택하/pvg+었/ep+고/ecc
양이	양/ncn+이/jcs
들에서	들/ncn+에서/jca
풀을	풀/ncn+을/jco
뜯는	뜯/pvg+는/etm
순간에도	순간/ncn+에/jca+도/jxc
쉴	쉬/pvg+ㄹ/etm
곳을	곳/ncn+을/jco
찾아	찾/pvg+아/ecs
쓰러질듯	쓰러지/pvg+ㄹ듯/ecs
눕는	눕/pvg+는/etm
모의	모/ncn+의/jcm
균형을	균형/ncn+을/jco
잃은	잃/pvg+은/etm
자라고	자/nbn+라고/jca
생각되어집니다	생각/ncpa+되/xsv+어/ecx+지/px+ㅂ니다/ef
.	./sf
또한	또한/maj
"	"/sl
허무	허무/ncn
"	"/sr
란	란/jcr
그	그/mmd
뜻과	뜻/ncn+과/jct
같이	같/paa+이/xsa
아벨이	아벨/nq+이/jcs
사는	살/pvg+는/etm
인생이란	인생/ncn+이/jp+란/etm
것을	것/nbn+을/jco
그	그/mmd
자체가	자체/ncn+가/jcs
허무한	허무/ncps+하/xsm+ㄴ/etm
것임을	것/nbn+이/jp+ㅁ/etn+을/jco
깨달았으며	깨닫/pvg+았/ep+으며/ecc
죄값으로	죄값/ncn+으로/jca
사망의	사망/ncn+의/jcm
종의	종/ncn+의/jcm
되어	되/pvg+어/ecs
죄	죄/ncn
안에서	안/ncn+에서/jca
나고	나/pvg+고/ecc
죄를	죄/ncn+를/jco
먹고	먹/pvg+고/ecc
마시며	마시/pvg+며/ecc
살다가	살/pvg+다가/ecs
죄값으로	죄값/ncn+으로/jca
죽음이라는	죽음/ncn+이/jp+라는/etm
삯을	삯/ncn+을/jco
받아	받/pvg+아/ecs
가진	가지/pvg+ㄴ/etm
슬픈	슬프/paa+ㄴ/etm
인생의	인생/ncn+의/jcm
최후를	최후/ncn+를/jco
내다보고	내다보/pvg+고/ecc
바들바들	바들바들/mag
떠는	떨/pvg+는/etm
하나님을	하나님/nq+을/jco
떠난	떠나/pvg+ㄴ/etm
인생의	인생/ncn+의/jcm
형편을	형편/ncn+을/jco
짐작했으리라	짐작/ncpa+하/xsv+었/ep+으리라/ef
생각됩니다	생각/ncpa+되/xsv+ㅂ니다/ef
.	./sf
전도서를	전도/ncn+서/xsn+를/jco
통해서	통하/pvg+어서/ecs
솔로몬의	솔로몬/nq+의/jcm
고백을	고백/ncn+을/jco
들어봅니다	들/pvg+어/ecx+보/px+ㅂ니다/ef
.	./sf
육신의	육신/ncn+의/jcm
정욕을	정욕/ncn+을/jco
만족케	만족/ncps+하/xsm+게/ecx
하는	하/pvg+는/etm
많은	많/paa+은/etm
빈궁들을	빈궁/ncn+들/xsn+을/jco
거느렸고	거느리/pvg+었/ep+고/ecc
안목의	안목/ncn+의/jcm
정욕을	정욕/ncn+을/jco
만족케	만족/ncps+하/xsm+게/ecx
하는	하/pvg+는/etm
수많은	수많/paa+은/etm
토목공사나	토목/ncn+공사/ncn+나/jxc
화려한	화려하/paa+ㄴ/etm
왕궁과	왕궁/ncn+과/jcj
황금보좌	황금/ncn+보좌/ncn
,	,/sp
이생의	이생/ncn+의/jcm
자랑인	자랑/ncn+이/jp+ㄴ/etm
많은	많/paa+은/etm
서서	서/pvg+서/ecs
(	(/sl
暑書	暑書/nnc
),	)/sr+,/sp
부	부/ncn
(	(/sl
富	富/ncn
)	)/sr
를	를/jco
싣고	싣/pvg+고/ecx
오는	오/px+는/etm
무역	무역/ncn
,	,/sp
천군만마의	천군만마/ncn+의/jcm
함성과	함성/ncn+과/jcj
기라성같이	기라성/ncn+같/paa+이/xsa
시위한	시위/ncpa+하/xsv+ㄴ/etm
문무	문무/ncn
백관	백관/ncn
,	,/sp
,	시바시바/nq
여왕의	여왕/ncn+의/jcm
감탄과	감탄/ncn+과/jcj
찬사	찬사/ncn
,	,/sp
그	그/mmd
쉴새없이	쉬/pvg+ㄹ/etm+새/ncn+없/paa+이/xsa
화려한	화려하/paa+ㄴ/etm
삶도	삶/ncn+도/jxc
노년에	노년/ncn+에/jca
와서는	오/pvg+아서/ecs+는/jxc
바람을	바람/ncn+을/jco
잡는	잡/pvg+는/etm
것이라고	것/nbn+이/jp+라고/jcr
고백한	고백/ncpa+하/xsv+ㄴ/etm
것같이	것/nbn+같/paa+이/xsa
하나님과	하나님/nq+과/jct
단절된	단절/ncpa+되/xsv+ㄴ/etm
삶이	삶/ncn+이/jcs
얼마나	얼마나/mag
허무한	허무/ncps+하/xsm+ㄴ/etm
것임을	것/nbn+이/jp+ㅁ/etn+을/jco
아벨은	아벨/nq+은/jxc
알았으리라고	알/pvg+았/ep+으리라/ef+고/jcr
생각됩니다	생각/ncpa+되/xsv+ㅂ니다/ef
.	./sf
그래서	그래서/maj
아벨을	아벨/nq+을/jco
자기	자기/npp
이름이	이름/ncn+이/jcs
뜻하는	뜻/ncpa+하/xsv+는/etm
자아	자아/ncn
(	(/sl
自我	自我/ncn
)	)/sr
를	를/jco
알았읍니다	알/pvg+았/ep+읍니다/ef
.	./sf
이사야	이사/ncn+야/jxc
22	22/nnc
장	장/nbu
22	22/nnc
절에	절/nbu+에/jca
"	"/sl
너희는	너희/npp+는/jxc
인생을	인생/ncn+을/jco
의지하지	의지/ncpa+하/xsv+지/ecx
말라	말/px+라/ef
그	그/mmd
호흡은	호흡/ncn+은/jxc
코에	코/ncn+에/jca
있나니	있/pvg+나니/ecs
수에	수/ncn+에/jca
부칠	부치/pvg+ㄹ/etm
가치가	가치/ncn+가/jcs
없다	없/paa+다/ef
"	"/sr
고	고/jcr
하신	하/pvg+시/ep+ㄴ/etm
말씀을	말씀/ncn+을/jco
기억하십니다	기억/ncpa+하/xsv+시/ep+ㅂ니다/ef
.	./sf
예수님	예수/nq+님/xsn
당시에도	당시/ncn+에/jca+도/jxc
구원받은	구원/ncn+받/pvg+은/etm
자와	자/nbn+와/jct
구원받지	구원/ncn+받/pvg+지/ecx
못한	못하/px+ㄴ/etm
자를	자/nbn+를/jco
대별해	대별/ncpa+하/xsv+어/ecx
볼	보/px+ㄹ/etm
때	때/ncn
세리와	세리/ncn+와/jcj
창기들은	창기/ncn+들/xsn+은/jxc
자타가	자타/ncn+가/jcs
다	다/mag
공인하는	공인/ncps+하/xsm+는/etm
죄인이었읍니다	죄인/ncn+이/jp+었/ep+읍니다/ef
.	./sf
그러므로	그러므로/maj
그들은	그/npp+들/xsn+은/jxc
그	그/mmd
죄에서	죄/ncn+에서/jca
구속되어야	구속/ncpa+되/xsv+어야/ecx
할	하/px+ㄹ/etm
필요성을	필요/ncn+성/xsn+을/jco
절감하였던	절감/ncpa+하/xsv+었/ep+던/etm
것입니다	것/nbn+이/jp+ㅂ니다/ef
.	./sf
그들의	그/npp+들/xsn+의/jcm
인생조서는	인생/ncn+조서/ncn+는/jxc
"	"/sl
죄인	죄인/ncn
"	"/sr
이란	이란/jcr
큰	크/paa+ㄴ/etm
도장이	도장/ncn+이/jcs
찍혀	찍히/pvg+어/ecx
있었읍니다	있/px+었/ep+읍니다/ef
.	./sf
누가복음	누가복음/nq
18	18/nnc
장	장/nbu
13	13/nnc
절에	절/nbu+에/jca
세리는	세리/ncn+는/jxc
:	:/sp
멀리	멀리/mag
서서	서/pvg+서/ecs
감히	감히/mag
눈을	눈/ncn+을/jco
들어	들/pvg+어/ecx
하늘을	하/px+ㄹ/etm
우러러	우러르/pvg+어/ecx
보지	보/px+지/ecx
못하고	못하/px+고/ecc
다만	다만/mag
가슴을	가슴/ncn+을/jco
치며	치/pvg+며/ecc
가로되	갈/pvg+오되/ecs
하나님이여	하나님/nq+이여/ef
불쌍히	불쌍하/paa+이/xsa
여기소서	여기/pvg+소서/ef
나는	나/pvg+는/etm
죄인	죄인/ncn
이로소이다	이/jp+로소/ep+이/ep+다/ef
"	"/sr
라고	라고/jcr
한	하/pvg+ㄴ/etm
것을	것/nbn+을/jco
봅니다	보/pvg+ㅂ니다/ef
.	./sf
왜	왜/mag
그는	그/npp+는/jxc
가슴을	가슴/ncn+을/jco
치며	치/pvg+며/ecc
부르짖었읍니까	부르짖/pvg+었/ep+읍니까/ef
?	?/sf
자기	자기/npp
가슴	가슴/ncn
속에	속/ncn+에/jca
깊은	깊/paa+은/etm
곳에	곳/ncn+에/jca
기록되어	기록/ncpa+되/xsv+어/ecs
잇는	잇/pvg+는/etm
죄가	죄/ncn+가/jcs
그에게	그/npp+에게/jca
한이	한/ncn+이/jcs
서렸고	서리/pvg+었/ep+고/ecc
죄지은	죄짓/pvg+은/etm
자신이	자신/ncn+이/jcs
밉기만하고	밉/paa+기/etn+만/jxc+하/pvg+고/ecs
서럽기만	서럽/paa+기/etn+만/jxc
하고	하/pvg+고/ecc
울어도	울/pvg+어도/ecs
,	,/sp
힘써도	힘쓰/pvg+어도/ecs
,	,/sp
몸부림쳐도	몸부림/ncn+치/pvg+어도/ecs
,	,/sp
죄와	죄/ncn+와/jcj
사망에	사망/ncn+에/jca
매어	매/pvg+어/ecs
자기	자기/npp
가슴에	가슴/ncn+에/jca
치는	치/pvg+는/etm
세리의	세리/ncn+의/jcm
슬픔을	슬픔/ncn+을/jco
하나님께서는	하나님/nq+께서/jca+는/jxc
불쌍히	불쌍/ncn+히/xsa
보셨읍니다	보/pvg+시/ep+었/ep+ㅂ니다/ef
.	./sf
옛날이나	옛날/ncn+이나/jxc
오늘이나	오늘/ncn+이나/jxc
참으로	참/ncn+으로/jca
가슴을	가슴/ncn+을/jco
치며	치/pvg+며/ecc
주님	주/ncn+님/xsn
앞에	앞/ncn+에/jca
드리는	드리/pvg+는/etm
고백은	고백/ncn+은/jxc
매우	매우/mag
귀한	귀하/paa+ㄴ/etm
것입니다	것/nbn+이/jp+ㅂ니다/ef
.	./sf
이사야	이사/ncn+야/jxc
61	61/nnc
장	장/nbu
11	11/nnc
절에	절/nbu+에/jca
"	"/sl
여호와께서	여호와/nq+께서/jca
상한	상하/paa+ㄴ/etm
마음을	마음/ncn+을/jco
고치신다	고치/pvg+시/ep+ㄴ다/ef
"	"/sr
고	고/jcr
말씀하고	말씀/ncpa+하/xsv+고/ecx
있읍니다	있/px+읍니다/ef
.	./sf
십자가의	십자가/ncn+의/jcm
처형	처형/ncn
당시에	당시/ncn+에/jca
구원받은	구원/ncn+받/pvg+은/etm
강도가	강도/ncn+가/jcs
,	,/sp
"	"/sl
주여	주/ncn+이/jp+어/ecs
당신의	당신/npp+의/jcm
나라에	나라/ncn+에/jca
임할	임하/paa+ㄹ/etm
때	때/ncn
나를	나/npp+를/jco
불쌍히	불쌍/ncn+히/xsa
여기소서	여기/paa+소서/ef
"	"/sr
라고	라고/jcr
기도한	기도/ncpa+하/xsv+ㄴ/etm
것처럼	것/nbn+처럼/jca
아벨의	아벨/nq+의/jcm
가슴	가슴/ncn
속에도	속/ncn+에/jca+도/jxc
동일한	동일/ncps+하/xsm+ㄴ/etm
기도가	기도/ncn+가/jcs
있었을	있/pvg+었/ep+ㄹ/etm
것입니다	것/nbn+이/jp+ㅂ니다/ef
.	./sf
오늘날	오늘날/ncn
가슴을	가슴/ncn+을/jco
치는	치/pvg+는/etm
자가	자/nbn+가/jcs
너무나도	너무나/mag+도/jxc
희귀합니다	희귀/ncps+하/xsm+ㅂ니다/ef
.	./sf
"	"/sl
나는	나/npp+는/jxc
죄인이로소이다	죄인/ncn+이/jp+로소/ep+이/ep+다/ef
"	"/sr
라고	라고/jcr
배운	배우/pvg+ㄴ/etm
지식으로써	지식/ncn+으로써/jca
입에	입/ncn+에/jca
되뇌이는	되뇌/pvg+이/jp+는/etm
지껄임이	지껄이/pvg+ㅁ/etn+이/jcs
아니라	아니/mag+라/ecs
마음을	마음/ncn+을/jco
감찰하시는	감찰/ncpa+하/xsv+시/ep+는/etm
주님	주/ncn+님/xsn
앞에서	앞/ncn+에서/jca
성령의	성령/ncn+의/jcm
비침을	비치/pvg+ㅁ/etn+을/jco
