<tdmsfile>
 96-kaist_corpus_96_explanation_pos_mh2-0092.txt 
 kaist_corpus_96_explanation_pos_mh2-0092.txt 

 안정애, 양정현 공저 
1993  
가람기획  
912  
951  
  
  
  

1992	1992/nno
오늘날은	오늘날/ncn+은/jxc
남부의	남부/ncn+의/jcm
양자강	양자강/nq
유역이	유역/ncn+이/jcs
최대의	최대/ncn+의/jcm
농작물	농작/ncn+물/xsn
지대로	지대/ncn+로/jca
알려져	알리/pvg+어/ecx+지/px+어/ecx
있지만	있/px+지만/ecs
,	,/sp
문명발생	문명/ncn+발생/ncn
초기의	초기/ncn+의/jcm
생산기술로는	생산/ncn+기술/ncn+로/jca+는/jxc
도처에	도처/ncn+에/jca
가득한	가득하/paa+ㄴ/etm
늪과	늪/ncn+과/jcj
습지	습지/ncn
,	,/sp
삼림을	삼림/ncn+을/jco
개간할	개간/ncpa+하/xsv+ㄹ/etm
수는	수/nbn+는/jxc
없었다	없/paa+었/ep+다/ef
.	./sf
중국의	중국/nq+의/jcm
신석기를	신석기/ncn+를/jco
대표하는	대표/ncpa+하/xsv+는/etm
앙소문화는	앙소/nq+문화/ncn+는/jxc
첫	첫/mma
발굴지인	발굴/ncn+지/xsn+이/jp+ㄴ/etm
하남성	하남성/nq
승지현	승지현/nq
앙소촌의	앙소촌/nq+의/jcm
지명을	지명/ncn+을/jco
따라	따르/pvg+아/ecs
붙여진	붙이/pvg+어/ecx+지/px+ㄴ/etm
이름으로	이름/ncn+으로/jca
,	,/sp
1921	1921/nno
년	년/nbu
역시	역시/mag
앤더슨에	앤더슨/nq+에/jca
의해	의하/pvg+어/ecs
처음	처음/ncn
발굴되었다	발굴/ncpa+되/xsv+었/ep+다/ef
.	./sf
대체로	대체/mag+로/jca
기원전	기원/ncn+전/ncn
5000	5000/nno
년경부터	년/nbu+경/xsn+부터/jca
기원전	기원/ncn+전/ncn
2500까지	2500/nno+까지/jxc
존속	존속/ncn
,	,/sp
뒤의	뒤/ncn+의/jcm
용산문화에	용산문화/nq+에/jca
계승되었다	계승/ncn+되/xsv+었/ep+다/ef
.	./sf
앙소인들은	앙소인/ncn+들/xsn+은/jxc
현중국인의	현/mma+중국/nq+인/xsn+의/jcm
조상으로	조상/ncn+으로/jca
확인되었다	확인/ncpa+되/xsv+었/ep+다/ef
.	./sf
앙소인의	앙소인/ncn+의/jcm
골격은	골격/ncn+은/jxc
모두	모두/mag
몽고인종에	몽고/nq+인종/ncn+에/jca
속하며	속하/pvg+며/ecc
,	,/sp
현재의	현재/ncn+의/jcm
화북	화북/ncn
및	및/maj
중앙아시아계보다는	중앙아시아/nq+계/xsn+보다/jca+는/jxc
남중국인계와	남중국/nq+인/xsn+계/xsn+와/jct
더	더/mag
유사하다	유사/ncps+하/xsm+다/ef
.	./sf
화북인은	화북인/ncn+은/jxc
이후의	이후/ncn+의/jcm
역사	역사/ncn
전개과정에서	전개/ncn+과정/ncn+에서/jca
북방민족의	북방/ncn+민족/ncn+의/jcm
융합이	융합/ncn+이/jcs
빈번해	빈번/ncps+하/xsm+어/ecs
체질상의	체질/ncn+상/xsn+의/jcm
변화가	변화/ncn+가/jcs
일어났던	일/pvg+어/ecx+나/px+았/ep+던/etm
것으로	것/nbn+으로/jca
보인다	보이/pvg+ㄴ다/ef
.	./sf
대표적인	대표/ncn+적/xsn+이/jp+ㄴ/etm
유적은	유적/ncn+은/jxc
섬서성	섬서성/nq
서안시의	서안시/nq+의/jcm
반파	반파/nq
유적으로	유적/ncn+으로/jca
,	,/sp
1953	1953/nno
년	년/nbu
서안에서	서안/nq+에서/jca
발전소를	발전/ncn+소/xsn+를/jco
건설하던	건설/ncpa+하/xsv+던/etm
중에	중/nbn+에/jca
발견되었다	발견/ncpa+되/xsv+었/ep+다/ef
.	./sf
현재	현재/ncn
유적	유적/ncn
자체가	자체/ncn+가/jcs
반파	반파/nq
박물관으로	박물/ncn+관/xsn+으로/jca
조성되어	조성/ncpa+되/xsv+어/ecs
일반에게	일반/ncn+에게/jca
공개되고	공개/ncpa+되/xsv+고/ecx
있는데	있/px+는데/ecs
,	,/sp
중국에서는	중국/nq+에서/jca+는/jxc
유적	유적/ncn
자체를	자체/ncn+를/jco
박물관으로	박물/ncn+관/xsn+으로/jca
개방하는	개방/ncpa+하/xsv+는/etm
예가	예/ncn+가/jcs
적지	적/pvg+지/ecx
않다	않/px+다/ef
.	./sf
앙소기의	앙소기/ncn+의/jcm
마을은	마을/ncn+은/jxc
대개	대개/mag
강가의	강가/ncn+의/jcm
약간	약간/mag
높은	높/paa+은/etm
언덕에	언덕/ncn+에/jca
자리잡고	자리/ncn+잡/pvg+고/ecx
있었다	있/px+었/ep+다/ef
.	./sf
마을의	마을/ncn+의/jcm
규모는	규모/ncn+는/jxc
약	약/mma
20	20/nnc
채에서	채/nbu+에서/jca
100	100/nnc
채	채/nbu
정도	정도/ncn
.	./sf
집은	집/ncn+은/jxc
땅을	땅/ncn+을/jco
약간	약간/mag
파고	파/pvg+고/ecc
짚이나	짚/ncn+이나/jcj
이엉으로	이엉/ncn+으로/jca
엮은	엮/pvg+은/etm
원추형	원추/ncn+형/xsn
지붕을	지붕/ncn+을/jco
얹었다	얹/pvg+었/ep+다/ef
.	./sf
크기는	크기/ncn+는/jxc
대략	대략/mag
직경	직경/ncn
5m로	5/nnc+m/su+로/jca
5	5/nnc
명	명/nbu
내외의	내외/ncn+의/jcm
사람이	사람/ncn+이/jcs
기거할	기거/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있는	있/paa+는/etm
면적이다	면적/ncn+이/jp+다/ef
.	./sf
집	집/ncn
안의	안/ncn+의/jcm
중앙에는	중앙/ncn+에/jca+는/jxc
화로를	화로/ncn+를/jco
두어	두/pvg+어/ecs
난로나	난로/ncn+나/jcj
조명의	조명/ncn+의/jcm
역할을	역할/ncn+을/jco
하게	하/pvg+게/ecx
했고	하/px+었/ep+고/ecc
,	,/sp
집	집/ncn
부근에는	부근/ncn+에/jca+는/jxc
저장굴을	저장/ncn+굴/ncn+을/jco
두어	두/pvg+어/ecs
곡물을	곡물/ncn+을/jco
저장하기	저장/ncpa+하/xsv+기/etn
시작했다	시작/ncpa+하/xsv+었/ep+다/ef
.	./sf
오랜	오래/paa+ㄴ/etm
경험으로	경험/ncn+으로/jca
야생곡물의	야생/ncn+곡물/ncn+의/jcm
생장이치를	생장/ncn+이치/ncn+를/jco
깨닫고	깨닫/pvg+고/ecc
농경을	농경/ncn+을/jco
시작한	시작/ncpa+하/xsv+ㄴ/etm
이들이지만	이/npp+들/xsn+이/jp+지만/ecs
,	,/sp
그것이	그것/npd+이/jcs
처음부터	처음/ncn+부터/jxc
풍부한	풍부/ncps+하/xsm+ㄴ/etm
산물을	산물/ncn+을/jco
안겨주었을	안기/pvg+어/ecx+주/px+었/ep+을/etm
리는	리/nbn+는/jxc
없다	없/paa+다/ef
.	./sf
초기의	초기/ncn+의/jcm
원시농경은	원시/ncn+농경/ncn+은/jxc
여성들에	여성/ncn+들/xsn+에/jca
의해	의하/pvg+어/ecs
전담되었다	전담/ncpa+되/xsv+었/ep+다/ef
.	./sf
신체적인	신체/ncn+적/xsn+이/jp+ㄴ/etm
조건상	조건/ncn+상/xsn
임신	임신/ncn
,	,/sp
육아를	육아/ncn+를/jco
담당해야	담당/ncpa+하/xsv+어야/ecx
했던	하/px+었/ep+던/etm
여성들은	여성/ncn+들/xsn+은/jxc
집	집/ncn
근처에서	근처/ncn+에서/jca
간	갈/pvg+ㄴ/etm
돌도끼	돌/ncn+도끼/ncn
,	,/sp
돌호미	돌/ncn+호미/ncn
등으로	등/nbn+으로/jca
수수	수수/ncn
,	,/sp
조	조/ncn
,	,/sp
배추	배추/ncn
,	,/sp
등의	등/nbn+의/jcm
농사를	농사/ncn+를/jco
지었고	짓/pvg+었/ep+고/ecc
,	,/sp
수확물은	수확/ncn+물/xsn+은/jxc
갈아서	갈/pvg+아서/ecs
토기로	토기/ncn+로/jca
된	되/pvg+ㄴ/etm
시루에	시루/ncn+에/jca
찌는	찌/pvg+는/etm
등	등/nbn
요리를	요리/ncn+를/jco
했다	하/pvg+었/ep+다/ef
.	./sf
남성들은	남성/ncn+들/xsn+은/jxc
멀리	멀리/mag
나가	나가/pvg+아/ecs
말	말/ncn
,	,/sp
사슴	사슴/ncn
,	,/sp
들소	들소/ncn
등을	등/nbn+을/jco
사냥했으며	사냥/ncpa+하/xsv+었/ep+으며/ecc
,	,/sp
낚시와	낚시/ncn+와/jcj
어망으로	어망/ncn+으로/jca
물고기를	물고기/ncn+를/jco
잡았다	잡/pvg+았/ep+다/ef
.	./sf
우리를	우리/ncn+를/jco
쳐서	치/pvg+어서/ecs
개	개/ncn
,	,/sp
돼지	돼지/ncn
,	,/sp
소	소/ncn
,	,/sp
양	양/ncn
등의	등/nbn+의/jcm
가축도	가축/ncn+도/jxc
기르기	기르/pvg+기/etn
시작했다	시작/ncpa+하/xsv+었/ep+다/ef
.	./sf
이	이/mmd
시기에는	시기/ncn+에/jca+는/jxc
남녀간의	남녀/ncn+간/xsn+의/jcm
분업은	분업/ncn+은/jxc
있었으나	있/paa+었/ep+으나/ecs
,	,/sp
아직	아직/mag
남녀의	남녀/ncn+의/jcm
차별은	차별/ncn+은/jxc
없었으며	없/paa+었/ep+으며/ecc
,	,/sp
빈부의	빈부/ncn+의/jcm
차나	차/ncn+나/jcj
그로	그/npd+로/jca
인한	인하/pvg+ㄴ/etm
사람간의	사람/ncn+간/xsn+의/jcm
차별도	차별/ncn+도/jxc
없었다	없/paa+었/ep+다/ef
.	./sf
경험이	경험/ncn+이/jcs
풍부한	풍부/ncps+하/xsm+ㄴ/etm
지도자는	지도/ncn+자/xsn+는/jxc
있었을지언정	있/paa+었/ep+ㄹ지언정/ecs
,	,/sp
사람들	사람/ncn+들/xsn
위에	위/ncn+에/jca
군림하는	군림/ncpa+하/xsv+는/etm
지배자는	지배/ncn+자/xsn+는/jxc
아직	아직/mag
출현하지	출현/ncpa+하/xsv+지/ecx
않았다	않/px+았/ep+다/ef
.	./sf
마을사람들은	마을/ncn+사람/ncn+들/xsn+은/jxc
살아서는	살/pvg+아서는/ecs
그만그만한	그만그만하/paa+ㄴ/etm
크기의	크/paa+기/etn+의/jcm
집에서	집/ncn+에서/jca
살았으며	살/pvg+았/ep+으며/ecc
,	,/sp
죽어서도	죽/pvg+어서도/ecs
함께	함께/mag
씨족	씨족/ncn
공동묘지에	공동/ncn+묘지/ncn+에/jca
묻혔다	묻히/pvg+었/ep+다/ef
.	./sf
죽은	죽/pvg+은/etm
이의	이/npp+의/jcm
발	발/ncn
밑에	밑/ncn+에/jca
몇	몇/mma
개의	개/nbu+의/jcm
토기를	토기/ncn+를/jco
껴묻어	껴묻/pvg+어/ecs
,	,/sp
사후	사후/ncn
세계에	세계/ncn+에/jca
대한	대하/pvg+ㄴ/etm
관심을	관심/ncn+을/jco
나타내었는데	나타내/pvg+었/ep+는데/ecs
,	,/sp
씨족장이라	씨족/ncn+장/xsn+이라/jca
할지라도	하/pvg+ㄹ지라도/ecs
널빤지를	널빤지/ncn+를/jco
댄다거나	대/pvg+ㄴ다/ef+거나/ecc
약간의	약간/ncn+의/jcm
비취를	비취/ncn+를/jco
장식하여	장식/ncpa+하/xsv+어/ecs
그의	그/npp+의/jcm
생전의	생전/ncn+의/jcm
노고에	노고/ncn+에/jca
대한	대하/pvg+ㄴ/etm
감사를	감사/ncn+를/jco
표했을	표하/pvg+었/ep+을/etm
뿐	뿐/nbn
보통사람들과	보통/ncn+사람/ncn+들/xsn+과/jct
별다른	별다르/paa+ㄴ/etm
것은	것/nbn+은/jxc
없었다	없/paa+었/ep+다/ef
.	./sf
3	3/nno
.	./sf
남성의	남성/ncn+의/jcm
시대로	시대/ncn+로/jca
용산문화	용산/nq+문화/ncn
(	(/sl
기원전	기원/ncn+전/ncn
2300	2300/nno
1800	1800/nno
년	년/nbu
)	)/sr
용산문화는	용산/nq+문화/ncn+는/jxc
원시공동체	원시/ncn+공동/ncn+체/xsn
사회가	사회/ncn+가/jcs
신석기	신석기/ncn
말기에	말기/ncn+에/jca
이르러	이르/pvg+어/ecs
어떻게	어떻게/mag
계급사회로	계급/ncn+사회/ncn+로/jca
이행했는지를	이행/ncpa+하/xsv+었/ep+는지를/ecs
우리에게	우리/npp+에게/jca
보여주고	보이/pvg+어/ecx+주/px+고/ecx
있다	있/px+다/ef
.	./sf
농경기술이	농경/ncn+기술/ncn+이/jcs
더욱	더욱/mag
발전	발전/ncn
,	,/sp
광대한	광대/ncps+하/xsm+ㄴ/etm
황하유역이	황하/nq+유역/ncn+이/jcs
모두	모두/mag
농경지대로	농경/ncn+지대/ncn+로/jca
바뀌어갔고	바뀌/pvg+어/ecx+가/px+았/ep+고/ecc
,	,/sp
이를	이/npd+를/jco
기초로	기초/ncn+로/jca
중국문명의	중국/nq+문명/ncn+의/jcm
원형이	원형/ncn+이/jcs
탄생했다	탄생/ncpa+하/xsv+었/ep+다/ef
.	./sf
풍부한	풍부/ncps+하/xsm+ㄴ/etm
수확물은	수확/ncn+물/xsn+은/jxc
인구를	인구/ncn+를/jco
증가시키고	증가/ncpa+시키/xsv+고/ecc
,	,/sp
인간의	인간/ncn+의/jcm
정신문화를	정신/ncn+문화/ncn+를/jco
보다	보다/mag
풍족하게	풍족/ncps+하/xsm+게/ecs
해주었으나	하/pvg+어/ecx+주/px+었/ep+으나/ecs
,	,/sp
이의	이/npd+의/jcm
획득을	획득/ncn+을/jco
놓고	놓/pvg+고/ecc
씨족	씨족/ncn
내부의	내부/ncn+의/jcm
갈등이	갈등/ncn+이/jcs
생겼고	생기/pvg+었/ep+고/ecc
,	,/sp
다른	다르/paa+ㄴ/etm
씨족과의	씨족/ncn+과/jct+의/jcm
전쟁	전쟁/ncn
또한	또한/maj
빈번하게	빈번/ncps+하/xsm+게/ecs
이루어지게	이루/pvg+어/ecx+지/px+게/ecx
되었다	되/px+었/ep+다/ef
.	./sf
1930	1930/nno
년	년/nbu
황하	황하/nq
하류위	하류/ncn+위/ncn
산동성	산동성/nq
용산현	용산현/nq
성자애에서	성자애/nq+에서/jca
용산문화의	용산/nq+문화/ncn+의/jcm
유적이	유적/ncn+이/jcs
처음으로	처음/ncn+으로/jca
발굴되었다	발굴/ncpa+되/xsv+었/ep+다/ef
.	./sf
그	그/mmd
곳에서는	곳/ncn+에서/jca+는/jxc
다량의	다량/ncn+의/jcm
석제	석제/ncn
농기구와	농기구/ncn+와/jct
함께	함께/mag
검게	검/paa+게/ecs
빛나는	빛나/pvg+는/etm
흑색	흑색/ncn
토기가	토기/ncn+가/jcs
발굴되었는데	발굴/ncpa+되/xsv+었/ep+는데/ecs
,	,/sp
이것은	이것/npd+은/jxc
너무	너무/mag
인상적인	인상/ncn+적/xsn+이/jp+ㄴ/etm
것이었다	것/nbn+이/jp+었/ep+다/ef
.	./sf
학자들은	학자/ncn+들/xsn+은/jxc
이를	이/npd+를/jco
앙소의	앙소/nq+의/jcm
채도와	채도/ncn+와/jct
대비	대비/ncn
,	,/sp
웅대한	웅대/ncps+하/xsm+ㄴ/etm
가설들을	가설/ncn+들/xsn+을/jco
세워나갔다	세우/pvg+어/ecx+나가/px+았/ep+다/ef
.	./sf
용산유적의	용산/nq+유적/ncn+의/jcm
발굴에	발굴/ncn+에/jca
참여했던	참여/ncpa+하/xsv+었/ep+던/etm
부사년은	부사년/nq+은/jxc
황하	황하/nq
중류를	중류/ncn+를/jco
채도문화권으로	채도/ncn+문화/ncn+권/xsn+으로/jca
,	,/sp
황하	황하/nq
하류를	하류/ncn+를/jco
흑도	흑도/ncn
문화권으로	문화/ncn+권/xsn+으로/jca
대별하고	대별/ncpa+하/xsv+고/ecc
,	,/sp
이른바	이른바/maj
화이동서설	화이동서설/ncn
華夷東西設을	華夷東西設/ncn+을/jco
주장했다	주장/ncpa+하/xsv+었/ep+다/ef
.	./sf
그러나	그러나/maj
이러한	이러하/pad+ㄴ/etm
주장은	주장/ncn+은/jxc
마치	마치/mag
빙산의	빙산/ncn+의/jcm
일각을	일각/ncn+을/jco
보고	보/pvg+고/ecc
,	,/sp
여기에	여기/npd+에/jca
앙소가	앙소/nq+가/jca
있고	있/paa+고/ecc
,	,/sp
저기에	저기/npd+에/jca
용산이	용산/nq+이/jcs
있다라고	있/paa+다/ef+라고/jcr
주장하는	주장/ncpa+하/xsv+는/etm
것과	것/nbn+과/jct
같았다	같/paa+았/ep+다/ef
.	./sf
최근까지의	최근/ncn+까지/jxc+의/jcm
고고학적	고고/ncn+학/xsn+적/xsn
발굴은	발굴/ncn+은/jxc
이들이	이/npd+들/xsn+이/jcs
물밑으로	물/ncn+밑/xsn+으로/jca
서로	서로/mag
연결되어	연결/ncpa+되/xsv+어/ecx
있음을	있/px+ㅁ/etn+을/jco
확인시켜	확인/ncpa+시키/xsv+어/ecx
주었다	주/px+었/ep+다/ef
.	./sf
안양시	안양시/nq
후강의	후강/nq+의/jcm
한	한/nnc
유적에서는	유적/ncn+에서/jca+는/jxc
최하층에	최하/ncn+층/ncn+에/jca
앙소문화	앙소/nq+문화/ncn
,	,/sp
중간층에	중간/ncn+층/ncn+에/jca
용산문화	용산/nq+문화/ncn
,	,/sp
최상층에	최상/ncn+층/ncn+에/jca
은의	은/nq+의/jcm
문화층이	문화/ncn+층/ncn+이/jcs
발굴되었고	발굴/ncpa+되/xsv+었/ep+고/ecc
,	,/sp
묘저구	묘저구/ncn
제2	제/xp+2/nno
문화층에서는	문화/ncn+층/ncn+에서/jca+는/jxc
앙소에서	앙소/nq+에서/jca
용산문화로	용산/nq+문화/ncn+로/jca
이행하는	이행/ncpa+하/xsv+는/etm
과도기적	과도/ncn+기/xsn+적/xsn
형태의	형태/ncn+의/jcm
토기	토기/ncn
유형이	유형/ncn+이/jcs
발굴되었다	발굴/ncpa+되/xsv+었/ep+다/ef
.	./sf
용산문화는	용산/nq+문화/ncn+는/jxc
앙소문화와	앙소/nq+문화/ncn+와/jct
동시대의	동시대/ncn+의/jcm
이질적인	이질/ncn+적/xsn+이/jp+ㄴ/etm
문화가	문화/ncn+가/jcc
아니라	아니/paa+라/ecs
,	,/sp
이를	이/npd+를/jco
계승	계승/ncn
,	,/sp
발전시킨	발전/ncpa+시키/xsv+ㄴ/etm
신석기	신석기/ncn
후기의	후기/ncn+의/jcm
문화였다	문화/ncn+이/jp+었/ep+다/ef
.	./sf
그렇다면	그렇다면/maj
,	,/sp
채도에서	채도/ncn+에서/jca
흑도로의	흑도/ncn+로/jca+의/jcm
변화는	변화/ncn+는/jxc
일종의	일종/ncn+의/jcm
유행의	유행/ncn+의/jcm
변화로	변화/ncn+로/jca
보면	보/pvg+면/ecs
된다	되/pvg+ㄴ다/ef
.	./sf
중국의	중국/nq+의/jcm
신석기인들은	신석기/ncn+인/xsn+들/xsn+은/jxc
다양한	다양/ncps+하/xsm+ㄴ/etm
색깔과	색깔/ncn+과/jcj
무늬를	무늬/ncn+를/jco
넣어	넣/pvg+어/ecs
토기를	토기/ncn+를/jco
장식하는	장식/ncpa+하/xsv+는/etm
것에	것/nbn+에/jca
싫증을	싫증/ncn+을/jco
내고	내/pvg+고/ecc
,	,/sp
무늬가	무늬/ncn+가/jcs
없고	없/paa+고/ecc
기형이	기형/ncn+이/jcs
보다	보다/mag
충실한	충실/ncps+하/xsm+ㄴ/etm
토기를	토기/ncn+를/jco
만드는	만들/pvg+는/etm
것을	것/nbn+을/jco
좋아하기	좋/paa+아/ecx+하/px+기/etn
시작했다	시작/ncpa+하/xsv+었/ep+다/ef
.	./sf
기술도	기술/ncn+도/jxc
진전되어	진전/ncpa+되/xsv+어/ecs
,	,/sp
앙소인들은	앙소인/ncn+들/xsn+은/jxc
대개	대개/mag
손으로	손/ncn+으로/jca
빚어서	빚/pvg+어서/ecs
토기를	토기/ncn+를/jco
만들었는	만들/pvg+었/ep+는/etm
데	데/nbn
비해	비하/pvg+어/ecs
,	,/sp
용산인들은	용산인/ncn+들/xsn+은/jxc
회전대를	회전/ncn+대/xsn+를/jco
사용했으며	사용/ncpa+하/xsv+었/ep+으며/ecc
,	,/sp
달걀껍질같이	달걀/ncn+껍질/ncn+같/paa+이/xsa
광택	광택/ncn
나는	나/pvg+는/etm
토기를	토기/ncn+를/jco
제작할	제작/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있게	있/paa+게/ecx
되었다	되/px+었/ep+다/ef
.	./sf
한편	한편/ncn
,	,/sp
앤더슨은	앤더슨/nq+은/jxc
앙소의	앙소/nq+의/jcm
채도가	채도/ncn+가/jcs
서아시아의	서아시아/nq+의/jcm
것과	것/nbn+과/jct
비슷한	비슷하/paa+ㄴ/etm
것에	것/nbn+에/jca
감탄	감탄/ncn
,	,/sp
서아시아	서아시아/nq
전래설의	전래/ncn+설/xsn+의/jcm
심증을	심증/ncn+을/jco
굳히고	굳히/pvg+고/ecc
,	,/sp
서쪽으로의	서쪽/ncn+으로/jca+의/jcm
낭만적인	낭만/ncn+적/xsn+이/jp+ㄴ/etm
고고학	고고/ncn+학/xsn
여행을	여행/ncn+을/jco
감행했다	감행/ncpa+하/xsv+었/ep+다/ef
.	./sf
그러나	그러나/maj
그는	그/npp+는/jxc
앙소	앙소/nq
서쪽의	서쪽/ncn+의/jcm
채도가	채도/ncn+가/jcs
오히려	오히려/mag
더	더/mag
후대의	후대/ncn+의/jcm
것임을	것/nbn+이/jp+ㅁ/etn+을/jco
확인했을	확인/ncpa+하/xsv+었/ep+ㄹ/etm
뿐이다	뿐/nbn+이/jp+다/ef
.	./sf
그의	그/npp+의/jcm
가설이	가설/ncn+이/jcs
황당한	황당/ncps+하/xsm+ㄴ/etm
것은	것/nbn+은/jxc
아니었으나	아니/paa+었/ep+으나/ecs
,	,/sp
서로	서로/mag
교류가	교류/ncn+가/jcs
없는	없/paa+는/etm
상태에서도	상태/ncn+에서/jca+도/jxc
지구상의	지구/ncn+상/xsn+의/jcm
여러	여러/mma
곳에서는	곳/ncn+에서/jca+는/jxc
비슷한	비슷하/paa+ㄴ/etm
문화현상이	문화/ncn+현상/ncn+이/jcs
일어날	일/pvg+어/ecx+나/px+ㄹ/etm
수	수/nbn
있는	있/paa+는/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
용산	용산/nq
시기의	시기/ncn+의/jcm
문화유적은	문화/ncn+유적/ncn+은/jxc
현재까지	현재/ncn+까지/jxc
약	약/mma
300	300/nnc
곳이	곳/ncn+이/jcs
발굴되었는데	발굴/ncpa+되/xsv+었/ep+는데/ecs
,	,/sp
그	그/mmd
문화의	문화/ncn+의/jcm
정수는	정수/ncn+는/jxc
산동지역에서	산동/nq+지역/ncn+에서/jca
꽃피었다	꽃/ncn+피/pvg+었/ep+다/ef
.	./sf
용산	용산/nq
문화기에	문화/ncn+기/xsn+에/jca
이르러	이르/pvg+어/ecs
농경은	농경/ncn+은/jxc
더욱	더욱/mag
확대되었다	확대/ncpa+되/xsv+었/ep+다/ef
.	./sf
화석화된	화석/ncn+화/xsn+되/xsv+ㄴ/etm
벼껍질	벼/ncn+껍질/ncn
,	,/sp
토기에	토기/ncn+에/jca
박힌	박히/pvg+ㄴ/etm
낟알	낟알/ncn
자국	자국/ncn
등은	등/nbn+은/jxc
이	이/mmd
시대에	시대/ncn+에/jca
벼농사가	벼/ncn+농사/ncn+가/jcs
행해졌음을	행하/pvg+어/ecx+지/px+었/ep+ㅁ/etn+을/jco
말해준다	말/ncpa+하/xsv+어/ecx+주/px+ㄴ다/ef
.	./sf
반달모양	반달/ncn+모양/ncn
돌칼이나	돌칼/ncn+이나/jcj
돌낫	돌낫/ncn
,	,/sp
나무	나무/ncn
보습	보습/ncn
등	등/nbn
새로운	새롭/paa+ㄴ/etm
농구가	농구/ncn+가/jcs
개발되었다	개발/ncpa+되/xsv+었/ep+다/ef
.	./sf
농경은	농경/ncn+은/jxc
보다	보다/mag
확실한	확실/ncps+하/xsm+ㄴ/etm
생활수단이	생활/ncn+수단/ncn+이/jcc
되었으며	되/pvg+었/ep+으며/ecc
,	,/sp
가축사육도	가축/ncn+사육/ncn+도/jxc
보다	보다/mag
높은	높/paa+은/etm
수준에	수준/ncn+에/jca
달했다	달하/pvg+었/ep+다/ef
.	./sf
이제	이제/mag
농경에	농경/ncn+에/jca
남성들의	남성/ncn+들/xsn+의/jcm
근력이	근력/ncn+이/jcs
더욱	더욱/mag
중요하게	중요/ncps+하/xsm+게/ecx
되었고	되/px+었/ep+고/ecc
,	,/sp
그	그/mmd
수확물이	수확/ncn+물/xsn+이/jcs
확대될수록	확대/ncpa+되/xsv+ㄹ수록/ecs
남성들의	남성/ncn+들/xsn+의/jcm
근력이	근력/ncn+이/jcs
더욱	더욱/mag
중요하게	중요/ncpa+하/xsv+게/ecx
되었고	되/px+었/ep+고/ecc
,	,/sp
그	그/npp
수확물이	수확/ncn+물/xsn+이/jcs
확대될수록	확대/ncpa+되/xsv+ㄹ수록/ecs
남성의	남성/ncn+의/jcm
권력이	권력/ncn+이/jcs
점차	점차/mag
강화되었다	강화/ncpa+되/xsv+었/ep+다/ef
.	./sf
남성의	남성/ncn+의/jcm
묘에서는	묘/ncn+에서/jca+는/jxc
생산도구가	생산/ncn+도구/ncn+가/jcs
,	,/sp
여성의	여성/ncn+의/jcm
묘에서는	묘/ncn+에서/jca+는/jxc
물레틀이나	물레/ncn+틀/ncn+이나/jcj
머리	머리/ncn
장식품	장식/ncn+품/xsn
등이	등/nbn+이/jcs
출토되었다	출토/ncpa+되/xsv+었/ep+다/ef
.	./sf
방직을	방직/ncn+을/jco
제외한	제외/ncpa+하/xsv+ㄴ/etm
거의	거의/mag
대부분의	대부분/ncn+의/jcm
생산활동에서	생산/ncn+활동/ncn+에서/jca
남성의	남성/ncn+의/jcm
역할이	역할/ncn+이/jcs
더욱	더욱/mag
중요시되면서	중요/ncn+시/xsn+되/xsv+면서/ecc
여성의	여성/ncn+의/jcm
지위는	지위/ncn+는/jxc
점차	점차/mag
남성에게	남성/ncn+에게/jca
종속되게	종속/ncpa+되/xsv+게/ecx
되었다	되/px+었/ep+다/ef
.	./sf
저장할	저장/ncpa+하/xsv+ㄹ/etm
곡식이	곡식/ncn+이/jcs
더욱	더욱/mag
많아졌고	많/paa+아/ecx+지/px+었/ep+고/ecc
,	,/sp
사유재산의	사유/ncn+재산/ncn+의/jcm
개념이	개념/ncn+이/jcs
출현했다	출현/ncpa+하/xsv+었/ep+다/ef
.	./sf
남성들은	남성/ncn+들/xsn+은/jxc
사유재산을	사유/ncn+재산/ncn+을/jco
자신의	자신/ncn+의/jcm
아이에게	아이/ncn+에게/jca
상속하기를	상속/ncpa+하/xsv+기/etn+를/jco
바랐다	바라/pvg+았/ep+다/ef
.	./sf
분명한	분명/ncps+하/xsm+ㄴ/etm
자기	자기/npp
아이임을	아이/ncn+이/jp+ㅁ/etn+을/jco
확인하기	확인/ncpa+하/xsv+기/etn
위해서는	위하/pvg+어서는/ecs
어느	어느/mmd
여성을	여성/ncn+을/jco
독점해야	독점/ncpa+하/xsv+어야/ecx
했고	하/px+었/ep+고/ecc
,	,/sp
이에	이/npd+에/jca
따라	따르/pvg+아/ecs
일부일처제의	일부일처/ncn+제/xsn+의/jcm
혼인제가	혼인ncn+제/xsn+가/jcs
성립하게	성립/ncpa+하/xsv+게/ecx
되었다	되/px+었/ep+다/ef
.	./sf
가끔	가끔/mag
남녀	남녀/ncn
합장모가	합장/ncn+모/ncn+가/jcs
발굴되는	발굴/ncpa+되/xsv+는/etm
것은	것/nbn+은/jxc
이러한	이러하/pad+ㄴ/etm
현상을	현상/ncn+을/jco
알려준다	알리/pvg+어/ecx+주/px+ㄴ다/ef
.	./sf
세습적인	세습/ncn+적/xsn+이/jp+ㄴ/etm
